Statistical profiling result from isolate-0x7fc8a8000de0-14038-v8.log, (29756 ticks, 7 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     26  100.0%        LazyCompile: ~<anonymous> internal/worker/io.js:250:32
     26  100.0%          LazyCompile: ~<anonymous> internal/main/worker_thread.js:95:20
     26  100.0%            LazyCompile: ~<anonymous> internal/event_target.js:316:20
      3    4.8%      LazyCompile: ~Writable.uncork _stream_writable.js:310:37
      3  100.0%        LazyCompile: ~end _http_outgoing.js:769:45
      3  100.0%          LazyCompile: *api /home/yehor/Gitlab/distributed-communication-system/lib/server.js:58:13
      3  100.0%            /home/yehor/.nvm/versions/node/v14.15.1/bin/node
     31    1.0%    LazyCompile: *writeGeneric internal/stream_base_commons.js:143:22
     30   96.8%      LazyCompile: *_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
     22   73.3%        LazyCompile: *prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     14   63.6%          LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
     12   85.7%            LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
      2   14.3%            LazyCompile: ~_pulseQueryQueue /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:474:19
      8   36.4%          LazyCompile: *submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
      8  100.0%            LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
      3   10.0%        LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
      3  100.0%          LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      3  100.0%            LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
      3   10.0%        LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
      3  100.0%          LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      3  100.0%            LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
      2    6.7%        LazyCompile: ~sync /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:169:7
      2  100.0%          LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      2  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      1    3.2%      LazyCompile: ~Socket._writeGeneric net.js:759:42
      1  100.0%        LazyCompile: ~Socket._write net.js:796:35
      1  100.0%          LazyCompile: ~writeOrBuffer _stream_writable.js:334:23
      1  100.0%            LazyCompile: ~Writable.write _stream_writable.js:258:36
     31    1.0%    LazyCompile: *api /home/yehor/Gitlab/distributed-communication-system/lib/server.js:58:13
     27   87.1%      /home/yehor/.nvm/versions/node/v14.15.1/bin/node
     21   77.8%        /home/yehor/.nvm/versions/node/v14.15.1/bin/node
     21  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
      3    9.7%      LazyCompile: *<anonymous> /home/yehor/Gitlab/distributed-communication-system/lib/server.js:107:27
      3  100.0%        LazyCompile: *parserOnIncoming _http_server.js:809:26
      3  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:75:33
      1    3.2%      LazyCompile: ~<anonymous> /home/yehor/Gitlab/distributed-communication-system/lib/server.js:107:27
      1  100.0%        LazyCompile: *emit events.js:263:44
      1  100.0%          LazyCompile: ~parserOnIncoming _http_server.js:809:26
      1  100.0%            LazyCompile: ~parserOnHeadersComplete _http_common.js:75:33

    569    1.9%  __libc_write
    551   96.8%    LazyCompile: *writeGeneric internal/stream_base_commons.js:143:22
    517   93.8%      LazyCompile: *_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
    407   78.7%        LazyCompile: *prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
    207   50.9%          LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
    195   94.2%            LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
     12    5.8%            LazyCompile: ~_pulseQueryQueue /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:474:19
    200   49.1%          LazyCompile: *submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
    200  100.0%            LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
     43    8.3%        LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
     43  100.0%          LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     43  100.0%            LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
     21    4.1%        LazyCompile: ~sync /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:169:7
     21  100.0%          LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
     21  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     16    3.1%        LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
     16  100.0%          LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     16  100.0%            LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
     15    2.9%        LazyCompile: ~execute /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:159:10
     15  100.0%          LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
     15  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     15    2.9%        LazyCompile: ~describe /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:191:11
     15  100.0%          LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     15  100.0%            LazyCompile: ~submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
     27    4.9%      LazyCompile: *Writable.write _stream_writable.js:258:36
     27  100.0%        LazyCompile: ~_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
     13   48.1%          LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
     13  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      6   22.2%          LazyCompile: ~sync /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:169:7
      6  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      4   14.8%          LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
      4  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      2    7.4%          LazyCompile: ~execute /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:159:10
      2  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      2    7.4%          LazyCompile: ~describe /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:191:11
      2  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      7    1.3%      LazyCompile: ~Socket._writeGeneric net.js:759:42
      7  100.0%        LazyCompile: ~Socket._write net.js:796:35
      7  100.0%          LazyCompile: ~writeOrBuffer _stream_writable.js:334:23
      7  100.0%            LazyCompile: ~Writable.write _stream_writable.js:258:36
     11    1.9%    LazyCompile: *writeOrBuffer _stream_writable.js:334:23
     11  100.0%      LazyCompile: *Writable.write _stream_writable.js:258:36
     11  100.0%        LazyCompile: ~startup /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:117:10
     11  100.0%          LazyCompile: ~<anonymous> /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:117:32
     11  100.0%            LazyCompile: *emit events.js:263:44
      7    1.2%    LazyCompile: *clearBuffer _stream_writable.js:493:21
      7  100.0%      LazyCompile: *onwrite _stream_writable.js:394:17
      7  100.0%        LazyCompile: ~<anonymous> internal/worker/io.js:250:32
      7  100.0%          LazyCompile: ~<anonymous> internal/main/worker_thread.js:95:20
      7  100.0%            LazyCompile: ~<anonymous> internal/event_target.js:316:20

