Statistical profiling result from isolate-0x7ff584000de0-8683-v8.log, (8730 ticks, 3 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      9   52.9%          LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
      9  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      4   23.5%          LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
      4  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      2   11.8%          LazyCompile: ~sync /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:169:7
      2  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      1    5.9%          LazyCompile: ~execute /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:159:10
      1  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      1    5.9%          LazyCompile: ~describe /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:191:11
      1  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
     72   23.8%    LazyCompile: *clearBuffer _stream_writable.js:493:21
     72  100.0%      LazyCompile: *onwrite _stream_writable.js:394:17
     53   73.6%        LazyCompile: ~<anonymous> internal/worker/io.js:250:32
     53  100.0%          LazyCompile: ~<anonymous> internal/main/worker_thread.js:95:20
     49   92.5%            LazyCompile: ~<anonymous> internal/event_target.js:316:20
      4    7.5%            LazyCompile: *<anonymous> internal/event_target.js:316:20
     19   26.4%        LazyCompile: *<anonymous> internal/worker/io.js:250:32
     19  100.0%          LazyCompile: ~<anonymous> internal/main/worker_thread.js:95:20
     19  100.0%            LazyCompile: *<anonymous> internal/event_target.js:316:20
     31   10.2%    LazyCompile: *writeGeneric internal/stream_base_commons.js:143:22
     31  100.0%      LazyCompile: ~Socket._writeGeneric net.js:759:42
     31  100.0%        LazyCompile: ~Socket._write net.js:796:35
     31  100.0%          LazyCompile: ~writeOrBuffer _stream_writable.js:334:23
     31  100.0%            LazyCompile: ~Writable.write _stream_writable.js:258:36
     20    6.6%    LazyCompile: *Socket._write net.js:796:35
     16   80.0%      LazyCompile: *Writable.write _stream_writable.js:258:36
     13   81.3%        LazyCompile: ~_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
      4   30.8%          LazyCompile: ~sync /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:169:7
      4  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      4   30.8%          LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
      4  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      2   15.4%          LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
      2  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      1    7.7%          LazyCompile: ~execute /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:159:10
      1  100.0%            LazyCompile: ~_getRows /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:170:11
      1    7.7%          LazyCompile: ~describe /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:191:11
      1  100.0%            LazyCompile: ~prepare /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:186:10
      1    7.7%          LazyCompile: *submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
      1  100.0%            LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
      3   18.8%        LazyCompile: *submit /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/query.js:143:9
      3  100.0%          LazyCompile: *query /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/client.js:496:8
      3  100.0%            LazyCompile: *<anonymous> /home/yehor/Gitlab/distributed-communication-system/node_modules/pg-pool/index.js:350:18
      3   15.0%      LazyCompile: *writeOrBuffer _stream_writable.js:334:23
      3  100.0%        LazyCompile: ~Writable.write _stream_writable.js:258:36
      3  100.0%          LazyCompile: ~_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
      2   66.7%            LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8
      1   33.3%            LazyCompile: ~bind /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:154:7
      1    5.0%      LazyCompile: ~writeOrBuffer _stream_writable.js:334:23
      1  100.0%        LazyCompile: ~Writable.write _stream_writable.js:258:36
      1  100.0%          LazyCompile: ~_send /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:137:8
      1  100.0%            LazyCompile: ~parse /home/yehor/Gitlab/distributed-communication-system/node_modules/pg/lib/connection.js:149:8

    123    1.4%  __libc_read

